"schedtime","carrier","deptime","dest","distance","date","flightnumber","origin","weather","dayweek","daymonth","tailnu","delay","delay_cat","dep_hour"
1900,"MQ",1949,"LGA",214,"38108",4976,"DCA",0,"Mon",5,"N846MQ","delayed","On time",19
850,"UA",848,"LGA",229,"38108",846,"IAD",0,"Mon",5,"N516UA","ontime","On time",8
630,"US",627,"LGA",214,"38108",1479,"DCA",0,"Mon",5,"N765UW","delayed","On time",6
700,"US",657,"LGA",214,"38108",2160,"DCA",0,"Mon",5,"N762UW","ontime","On time",6
800,"US",757,"LGA",214,"38108",2162,"DCA",0,"Mon",5,"N750UW","ontime","On time",7
900,"US",900,"LGA",214,"38108",2164,"DCA",0,"Mon",5,"N733UW","ontime","On time",9
1000,"US",958,"LGA",214,"38108",2166,"DCA",0,"Mon",5,"N767UW","ontime","On time",9
1100,"US",1057,"LGA",214,"38108",2168,"DCA",0,"Mon",5,"N762UW","ontime","On time",10
1200,"US",1155,"LGA",214,"38108",2170,"DCA",0,"Mon",5,"N750UW","ontime","On time",11
1300,"US",1257,"LGA",214,"38108",2172,"DCA",0,"Mon",5,"N733UW","ontime","On time",12
1400,"US",1358,"LGA",214,"38108",2174,"DCA",0,"Mon",5,"N767UW","ontime","On time",13
1500,"US",1500,"LGA",214,"38108",2176,"DCA",0,"Mon",5,"N762UW","ontime","On time",15
1600,"US",1601,"LGA",214,"38108",2178,"DCA",0,"Mon",5,"N750UW","ontime","On time",16
1700,"US",1657,"LGA",214,"38108",2180,"DCA",0,"Mon",5,"N733UW","ontime","On time",16
1800,"US",1757,"LGA",214,"38108",2182,"DCA",0,"Mon",5,"N767UW","ontime","On time",17
1900,"US",1857,"LGA",214,"38108",2184,"DCA",0,"Mon",5,"N762UW","ontime","On time",18
2000,"US",1959,"LGA",214,"38108",2186,"DCA",0,"Mon",5,"N750UW","ontime","On time",19
2100,"US",2100,"LGA",214,"38108",2188,"DCA",0,"Mon",5,"N733UW","ontime","On time",21
700,"RU",744,"EWR",169,"38108",2703,"BWI",0,"Mon",5,"N14923","delayed","On time",7
1455,"RU",1527,"EWR",169,"38108",2403,"BWI",0,"Mon",5,"N12946","delayed","On time",15
1030,"RU",1221,"EWR",169,"38108",2303,"BWI",0,"Mon",5,"N16951","delayed","On time",12
1300,"CO",1324,"EWR",199,"38108",808,"DCA",0,"Mon",5,"N14628","delayed","On time",13
759,"CO",757,"EWR",199,"38108",806,"DCA",0,"Mon",5,"N14654","ontime","On time",7
1730,"CO",1846,"EWR",199,"38108",814,"DCA",0,"Mon",5,"N14341","delayed","On time",18
840,"DH",844,"EWR",213,"38108",7299,"IAD",0,"Mon",5,"N622BR","ontime","On time",8
1710,"DH",1920,"EWR",213,"38108",7302,"IAD",0,"Mon",5,"N697BR","delayed","On time",19
1245,"DH",1357,"EWR",213,"38108",7303,"IAD",0,"Mon",5,"N664BR","delayed","On time",13
2120,"DH",2312,"EWR",213,"38108",7304,"IAD",0,"Mon",5,"N667BR","delayed","On time",23
1430,"DH",1536,"EWR",213,"38108",7307,"IAD",0,"Mon",5,"N320UE","delayed","On time",15
630,"DH",624,"EWR",213,"38108",7371,"IAD",0,"Mon",5,"N330UE","ontime","On time",6
700,"RU",700,"EWR",199,"38108",2761,"DCA",0,"Mon",5,"N18556","ontime","On time",7
900,"RU",1056,"EWR",199,"38108",2582,"DCA",0,"Mon",5,"N14952","delayed","On time",10
1300,"RU",1321,"EWR",213,"38108",2692,"IAD",0,"Mon",5,"N16511","delayed","On time",13
2100,"RU",2105,"EWR",199,"38108",2879,"DCA",0,"Mon",5,"N12126","ontime","On time",21
700,"RU",655,"EWR",213,"38108",2855,"IAD",0,"Mon",5,"N14570","ontime","On time",6
1400,"RU",1454,"EWR",199,"38108",2216,"DCA",0,"Mon",5,"N13979","delayed","On time",14
1900,"RU",2104,"EWR",199,"38108",2336,"DCA",0,"Mon",5,"N14940","delayed","On time",21
1515,"RU",1602,"EWR",213,"38108",2156,"IAD",0,"Mon",5,"N27152","delayed","On time",16
900,"RU",855,"EWR",213,"38108",3276,"IAD",0,"Mon",5,"N14991","ontime","On time",8
1525,"RU",1617,"EWR",199,"38108",2261,"DCA",0,"Mon",5,"N15948","delayed","On time",16
1455,"OH",1455,"JFK",184,"38139",5935,"BWI",0,"Tue",6,"N805CA","ontime","On time",14
1245,"DH",1240,"LGA",229,"38139",7208,"IAD",0,"Tue",6,"N307UE","ontime","On time",12
1455,"DH",1451,"LGA",229,"38139",7211,"IAD",0,"Tue",6,"N676BR","ontime","On time",14
1715,"DH",1752,"LGA",229,"38139",7215,"IAD",0,"Tue",6,"N662BR","ontime","On time",17
640,"DH",635,"LGA",229,"38139",7790,"IAD",0,"Tue",6,"N676BR","ontime","On time",6
1039,"DH",1034,"LGA",229,"38139",7792,"IAD",0,"Tue",6,"N676BR","ontime","On time",10
840,"DH",855,"JFK",228,"38139",7800,"IAD",0,"Tue",6,"N674BR","ontime","On time",8
1240,"DH",1237,"JFK",228,"38139",7806,"IAD",0,"Tue",6,"N316UE","ontime","On time",12
1455,"DH",1453,"JFK",228,"38139",7808,"IAD",0,"Tue",6,"N315UE","ontime","On time",14
1645,"DH",1641,"JFK",228,"38139",7810,"IAD",0,"Tue",6,"N308UE","ontime","On time",16
1715,"DH",1756,"JFK",228,"38139",7812,"IAD",0,"Tue",6,"N333UE","delayed","On time",17
2120,"DH",2153,"JFK",228,"38139",7814,"IAD",0,"Tue",6,"N694BR","delayed","On time",21
1610,"DH",1607,"JFK",228,"38139",7816,"IAD",0,"Tue",6,"N332UE","ontime","On time",16
2120,"DH",2118,"LGA",229,"38139",7924,"IAD",0,"Tue",6,"N674BR","ontime","On time",21
1455,"DL",1457,"JFK",213,"38139",746,"DCA",0,"Tue",6,"N949DL","ontime","On time",14
630,"DL",629,"LGA",214,"38139",1740,"DCA",0,"Tue",6,"N223DZ","ontime","On time",6
730,"DL",728,"LGA",214,"38139",1742,"DCA",0,"Tue",6,"N225DL","ontime","On time",7
830,"DL",829,"LGA",214,"38139",1744,"DCA",0,"Tue",6,"N242DL","ontime","On time",8
930,"DL",930,"LGA",214,"38139",1746,"DCA",0,"Tue",6,"N241DL","ontime","On time",9
1030,"DL",1030,"LGA",214,"38139",1748,"DCA",0,"Tue",6,"N223DZ","ontime","On time",10
1130,"DL",1130,"LGA",214,"38139",1750,"DCA",0,"Tue",6,"N225DL","ontime","On time",11
1230,"DL",1230,"LGA",214,"38139",1752,"DCA",0,"Tue",6,"N242DL","ontime","On time",12
1330,"DL",1327,"LGA",214,"38139",1754,"DCA",0,"Tue",6,"N241DL","ontime","On time",13
1430,"DL",1428,"LGA",214,"38139",1756,"DCA",0,"Tue",6,"N223DZ","ontime","On time",14
1530,"DL",1529,"LGA",214,"38139",1758,"DCA",0,"Tue",6,"N225DL","ontime","On time",15
1630,"DL",1629,"LGA",214,"38139",1760,"DCA",0,"Tue",6,"N242DL","ontime","On time",16
1730,"DL",1728,"LGA",214,"38139",1762,"DCA",0,"Tue",6,"N241DL","ontime","On time",17
1830,"DL",1830,"LGA",214,"38139",1764,"DCA",0,"Tue",6,"N223DZ","ontime","On time",18
1930,"DL",1929,"LGA",214,"38139",1766,"DCA",0,"Tue",6,"N225DL","ontime","On time",19
2030,"DL",2031,"LGA",214,"38139",1768,"DCA",0,"Tue",6,"N242DL","ontime","On time",20
1530,"MQ",1548,"JFK",213,"38139",4752,"DCA",0,"Tue",6,"N838MQ","ontime","On time",15
600,"MQ",558,"JFK",213,"38139",4760,"DCA",0,"Tue",6,"N739MQ","ontime","On time",5
1830,"MQ",1843,"JFK",213,"38139",4784,"DCA",0,"Tue",6,"N704MQ","ontime","On time",18
700,"MQ",655,"LGA",214,"38139",4952,"DCA",0,"Tue",6,"N707MQ","ontime","On time",6
800,"MQ",817,"LGA",214,"38139",4954,"DCA",0,"Tue",6,"N614MQ","ontime","On time",8
900,"MQ",852,"LGA",214,"38139",4956,"DCA",0,"Tue",6,"N724MQ","ontime","On time",8
1100,"MQ",1100,"LGA",214,"38139",4960,"DCA",0,"Tue",6,"N707MQ","ontime","On time",11
1300,"MQ",1313,"LGA",214,"38139",4964,"DCA",0,"Tue",6,"N614MQ","ontime","On time",13
1400,"MQ",1355,"LGA",214,"38139",4966,"DCA",0,"Tue",6,"N846MQ","ontime","On time",13
1500,"MQ",1535,"LGA",214,"38139",4968,"DCA",0,"Tue",6,"N704MQ","delayed","On time",15
1600,"MQ",1555,"LGA",214,"38139",4970,"DCA",0,"Tue",6,"N710MQ","ontime","On time",15
1700,"MQ",1654,"LGA",214,"38139",4972,"DCA",0,"Tue",6,"N734MQ","ontime","On time",16
1900,"MQ",1904,"LGA",214,"38139",4976,"DCA",0,"Tue",6,"N715MQ","ontime","On time",19
850,"UA",850,"LGA",229,"38139",846,"IAD",0,"Tue",6,"N501UA","ontime","On time",8
630,"US",629,"LGA",214,"38139",1479,"DCA",0,"Tue",6,"N764UW","ontime","On time",6
700,"US",657,"LGA",214,"38139",2160,"DCA",0,"Tue",6,"N721UW","ontime","On time",6
800,"US",758,"LGA",214,"38139",2162,"DCA",0,"Tue",6,"N719UW","ontime","On time",7
900,"US",858,"LGA",214,"38139",2164,"DCA",0,"Tue",6,"N733UW","ontime","On time",8
1000,"US",1000,"LGA",214,"38139",2166,"DCA",0,"Tue",6,"N754UW","ontime","On time",10
1100,"US",1056,"LGA",214,"38139",2168,"DCA",0,"Tue",6,"N721UW","ontime","On time",10
1200,"US",1158,"LGA",214,"38139",2170,"DCA",0,"Tue",6,"N719UW","ontime","On time",11
1300,"US",1259,"LGA",214,"38139",2172,"DCA",0,"Tue",6,"N733UW","ontime","On time",12
1400,"US",1357,"LGA",214,"38139",2174,"DCA",0,"Tue",6,"N754UW","ontime","On time",13
1500,"US",1458,"LGA",214,"38139",2176,"DCA",0,"Tue",6,"N721UW","ontime","On time",14
1600,"US",1557,"LGA",214,"38139",2178,"DCA",0,"Tue",6,"N719UW","ontime","On time",15
1700,"US",1657,"LGA",214,"38139",2180,"DCA",0,"Tue",6,"N733UW","ontime","On time",16
1800,"US",1758,"LGA",214,"38139",2182,"DCA",0,"Tue",6,"N754UW","ontime","On time",17
1900,"US",1855,"LGA",214,"38139",2184,"DCA",0,"Tue",6,"N721UW","ontime","On time",18
2000,"US",1958,"LGA",214,"38139",2186,"DCA",0,"Tue",6,"N719UW","ontime","On time",19
2100,"US",2104,"LGA",214,"38139",2188,"DCA",0,"Tue",6,"N733UW","ontime","On time",21
1455,"RU",1451,"EWR",169,"38139",2403,"BWI",0,"Tue",6,"N29917","ontime","On time",14
1720,"RU",1729,"EWR",169,"38139",3372,"BWI",0,"Tue",6,"N27962","delayed","On time",17
700,"RU",658,"EWR",169,"38139",2703,"BWI",0,"Tue",6,"N13958","ontime","On time",6
1030,"RU",1037,"EWR",169,"38139",2303,"BWI",0,"Tue",6,"N12924","ontime","On time",10
1730,"CO",1740,"EWR",199,"38139",814,"DCA",0,"Tue",6,"N24224","delayed","On time",17
1300,"CO",1256,"EWR",199,"38139",808,"DCA",0,"Tue",6,"N38257","ontime","On time",12
1900,"CO",1856,"EWR",199,"38139",816,"DCA",0,"Tue",6,"N59630","delayed","On time",18
735,"CO",727,"EWR",199,"38139",806,"DCA",0,"Tue",6,"N16648","ontime","On time",7
840,"DH",847,"EWR",213,"38139",7299,"IAD",0,"Tue",6,"N307UE","ontime","On time",8
1710,"DH",1705,"EWR",213,"38139",7302,"IAD",0,"Tue",6,"N674BR","ontime","On time",17
1245,"DH",1236,"EWR",213,"38139",7303,"IAD",0,"Tue",6,"N645BR","ontime","On time",12
2120,"DH",2118,"EWR",213,"38139",7304,"IAD",0,"Tue",6,"N652BR","ontime","On time",21
1430,"DH",1435,"EWR",213,"38139",7307,"IAD",0,"Tue",6,"N324UE","ontime","On time",14
630,"DH",622,"EWR",213,"38139",7371,"IAD",0,"Tue",6,"N329UE","ontime","On time",6
2100,"RU",2222,"EWR",199,"38139",2879,"DCA",0,"Tue",6,"N14573","delayed","On time",22
900,"RU",859,"EWR",199,"38139",2582,"DCA",0,"Tue",6,"N14947","ontime","On time",8
1900,"RU",1901,"EWR",213,"38139",2385,"IAD",0,"Tue",6,"N16147","delayed","On time",19
1500,"RU",1457,"EWR",213,"38139",2156,"IAD",0,"Tue",6,"N11137","ontime","On time",14
700,"RU",656,"EWR",213,"38139",2855,"IAD",0,"Tue",6,"N17115","ontime","On time",6
1525,"RU",1644,"EWR",199,"38139",2261,"DCA",0,"Tue",6,"N13958","delayed","On time",16
1300,"RU",1253,"EWR",213,"38139",2367,"IAD",0,"Tue",6,"N16911","ontime","On time",12
1359,"RU",1356,"EWR",199,"38139",2216,"DCA",0,"Tue",6,"N12924","ontime","On time",13
1700,"RU",1656,"EWR",213,"38139",2497,"IAD",0,"Tue",6,"N19966","ontime","On time",16
1630,"RU",1627,"EWR",199,"38139",2181,"DCA",0,"Tue",6,"N13969","ontime","On time",16
645,"RU",644,"EWR",199,"38139",2761,"DCA",0,"Tue",6,"N13118","ontime","On time",6
1455,"OH",1455,"JFK",184,"38169",5935,"BWI",0,"Wed",7,"N983CA","ontime","On time",14
1640,"DH",1639,"JFK",213,"38169",6155,"DCA",0,"Wed",7,"N408FJ","ontime","On time",16
1245,"DH",1306,"LGA",229,"38169",7208,"IAD",0,"Wed",7,"N665BR","ontime","On time",13
1455,"DH",1445,"LGA",229,"38169",7211,"IAD",0,"Wed",7,"N639BR","ontime","On time",14
1715,"DH",1813,"LGA",229,"38169",7215,"IAD",0,"Wed",7,"N684BR","delayed","On time",18
640,"DH",640,"LGA",229,"38169",7790,"IAD",0,"Wed",7,"N634BR","ontime","On time",6
1040,"DH",1038,"LGA",229,"38169",7792,"IAD",0,"Wed",7,"N328UE","ontime","On time",10
840,"DH",831,"JFK",228,"38169",7800,"IAD",0,"Wed",7,"N694BR","ontime","On time",8
1240,"DH",1240,"JFK",228,"38169",7806,"IAD",0,"Wed",7,"N309UE","ontime","On time",12
1455,"DH",1521,"JFK",228,"38169",7808,"IAD",0,"Wed",7,"N330UE","ontime","On time",15
1645,"DH",1638,"JFK",228,"38169",7810,"IAD",0,"Wed",7,"N320UE","ontime","On time",16
1715,"DH",1922,"JFK",228,"38169",7812,"IAD",0,"Wed",7,"N332UE","delayed","On time",19
2120,"DH",2120,"JFK",228,"38169",7814,"IAD",0,"Wed",7,"N695BR","ontime","On time",21
1610,"DH",1606,"JFK",228,"38169",7816,"IAD",0,"Wed",7,"N305UE","ontime","On time",16
1455,"DL",1501,"JFK",213,"38169",746,"DCA",0,"Wed",7,"N908DE","ontime","On time",15
630,"DL",631,"LGA",214,"38169",1740,"DCA",0,"Wed",7,"N223DZ","ontime","On time",6
830,"DL",831,"LGA",214,"38169",1744,"DCA",0,"Wed",7,"N242DL","ontime","On time",8
930,"DL",932,"LGA",214,"38169",1746,"DCA",0,"Wed",7,"N225DL","ontime","On time",9
1030,"DL",1030,"LGA",214,"38169",1748,"DCA",0,"Wed",7,"N223DZ","ontime","On time",10
1130,"DL",1131,"LGA",214,"38169",1750,"DCA",0,"Wed",7,"N224DA","ontime","On time",11
1230,"DL",1231,"LGA",214,"38169",1752,"DCA",0,"Wed",7,"N242DL","ontime","On time",12
1330,"DL",1329,"LGA",214,"38169",1754,"DCA",0,"Wed",7,"N225DL","ontime","On time",13
1430,"DL",1430,"LGA",214,"38169",1756,"DCA",0,"Wed",7,"N223DZ","ontime","On time",14
1530,"DL",1528,"LGA",214,"38169",1758,"DCA",0,"Wed",7,"N224DA","ontime","On time",15
1630,"DL",1629,"LGA",214,"38169",1760,"DCA",0,"Wed",7,"N242DL","ontime","On time",16
1730,"DL",1728,"LGA",214,"38169",1762,"DCA",0,"Wed",7,"N225DL","ontime","On time",17
1830,"DL",1828,"LGA",214,"38169",1764,"DCA",0,"Wed",7,"N223DZ","ontime","On time",18
1930,"DL",1927,"LGA",214,"38169",1766,"DCA",0,"Wed",7,"N224DA","ontime","On time",19
2030,"DL",2030,"LGA",214,"38169",1768,"DCA",0,"Wed",7,"N242DL","ontime","On time",20
1530,"MQ",1530,"JFK",213,"38169",4752,"DCA",0,"Wed",7,"N736MQ","ontime","On time",15
600,"MQ",555,"JFK",213,"38169",4760,"DCA",0,"Wed",7,"N705MQ","ontime","On time",5
1830,"MQ",1918,"JFK",213,"38169",4784,"DCA",0,"Wed",7,"N846MQ","delayed","On time",19
700,"MQ",655,"LGA",214,"38169",4952,"DCA",0,"Wed",7,"N722MQ","ontime","On time",6
800,"MQ",746,"LGA",214,"38169",4954,"DCA",0,"Wed",7,"N723MQ","ontime","On time",7
900,"MQ",854,"LGA",214,"38169",4956,"DCA",0,"Wed",7,"N733MQ","ontime","On time",8
1100,"MQ",1056,"LGA",214,"38169",4960,"DCA",0,"Wed",7,"N722MQ","ontime","On time",10
1300,"MQ",1256,"LGA",214,"38169",4964,"DCA",0,"Wed",7,"N726MQ","ontime","On time",12
1400,"MQ",1352,"LGA",214,"38169",4966,"DCA",0,"Wed",7,"N730MQ","ontime","On time",13
1500,"MQ",1457,"LGA",214,"38169",4968,"DCA",0,"Wed",7,"N703MQ","delayed","On time",14
1600,"MQ",1624,"LGA",214,"38169",4970,"DCA",0,"Wed",7,"N713MQ","delayed","On time",16
1900,"MQ",2014,"LGA",214,"38169",4976,"DCA",0,"Wed",7,"N735MQ","delayed","On time",20
850,"UA",849,"LGA",229,"38169",846,"IAD",0,"Wed",7,"N567UA","ontime","On time",8
630,"US",628,"LGA",214,"38169",1479,"DCA",0,"Wed",7,"N754UW","ontime","On time",6
700,"US",658,"LGA",214,"38169",2160,"DCA",0,"Wed",7,"N725UW","ontime","On time",6
800,"US",757,"LGA",214,"38169",2162,"DCA",0,"Wed",7,"N722UW","ontime","On time",7
900,"US",857,"LGA",214,"38169",2164,"DCA",0,"Wed",7,"N744UW","ontime","On time",8
1000,"US",956,"LGA",214,"38169",2166,"DCA",0,"Wed",7,"N720UW","ontime","On time",9
1100,"US",1058,"LGA",214,"38169",2168,"DCA",0,"Wed",7,"N725UW","ontime","On time",10
1200,"US",1157,"LGA",214,"38169",2170,"DCA",0,"Wed",7,"N722UW","ontime","On time",11
1300,"US",1256,"LGA",214,"38169",2172,"DCA",0,"Wed",7,"N744UW","ontime","On time",12
1400,"US",1354,"LGA",214,"38169",2174,"DCA",0,"Wed",7,"N720UW","ontime","On time",13
1500,"US",1457,"LGA",214,"38169",2176,"DCA",0,"Wed",7,"N725UW","delayed","On time",14
1600,"US",1600,"LGA",214,"38169",2178,"DCA",0,"Wed",7,"N722UW","delayed","On time",16
1700,"US",1656,"LGA",214,"38169",2180,"DCA",0,"Wed",7,"N744UW","ontime","On time",16
1800,"US",1758,"LGA",214,"38169",2182,"DCA",0,"Wed",7,"N720UW","ontime","On time",17
1900,"US",1859,"LGA",214,"38169",2184,"DCA",0,"Wed",7,"N725UW","ontime","On time",18
2000,"US",1959,"LGA",214,"38169",2186,"DCA",0,"Wed",7,"N722UW","delayed","On time",19
2100,"US",2054,"LGA",214,"38169",2188,"DCA",0,"Wed",7,"N744UW","ontime","On time",20
700,"RU",659,"EWR",169,"38169",2703,"BWI",0,"Wed",7,"N15574","ontime","On time",6
1455,"RU",1459,"EWR",169,"38169",2403,"BWI",0,"Wed",7,"N21537","ontime","On time",14
1720,"RU",1920,"EWR",169,"38169",3372,"BWI",0,"Wed",7,"N36915","delayed","On time",19
1030,"RU",1044,"EWR",169,"38169",2303,"BWI",0,"Wed",7,"N18557","delayed","On time",10
1300,"CO",1255,"EWR",199,"38169",808,"DCA",0,"Wed",7,"N14654","ontime","On time",12
1900,"CO",1948,"EWR",199,"38169",816,"DCA",0,"Wed",7,"N60312","delayed","On time",19
1730,"CO",1813,"EWR",199,"38169",814,"DCA",0,"Wed",7,"N76355","delayed","On time",18
735,"CO",728,"EWR",199,"38169",806,"DCA",0,"Wed",7,"N18622","ontime","On time",7
840,"DH",840,"EWR",213,"38169",7299,"IAD",0,"Wed",7,"N695BR","ontime","On time",8
1710,"DH",1725,"EWR",213,"38169",7302,"IAD",0,"Wed",7,"N696BR","ontime","On time",17
1245,"DH",1320,"EWR",213,"38169",7303,"IAD",0,"Wed",7,"N696BR","delayed","On time",13
2120,"DH",2117,"EWR",213,"38169",7304,"IAD",0,"Wed",7,"N628BR","ontime","On time",21
630,"DH",624,"EWR",213,"38169",7305,"IAD",0,"Wed",7,"N301UE","ontime","On time",6
1430,"DH",1439,"EWR",213,"38169",7307,"IAD",0,"Wed",7,"N324UE","ontime","On time",14
1359,"RU",1352,"EWR",199,"38169",2216,"DCA",0,"Wed",7,"N18557","ontime","On time",13
700,"RU",731,"EWR",213,"38169",2855,"IAD",0,"Wed",7,"N13903","delayed","On time",7
1500,"RU",1457,"EWR",213,"38169",2156,"IAD",0,"Wed",7,"N11150","delayed","On time",14
900,"RU",856,"EWR",199,"38169",2582,"DCA",0,"Wed",7,"N19966","ontime","On time",8
1300,"RU",1254,"EWR",213,"38169",2367,"IAD",0,"Wed",7,"N13538","ontime","On time",12
1700,"RU",1654,"EWR",213,"38169",2497,"IAD",0,"Wed",7,"N13955","ontime","On time",16
1900,"RU",1955,"EWR",213,"38169",2385,"IAD",0,"Wed",7,"N15527","delayed","On time",19
645,"RU",641,"EWR",199,"38169",2761,"DCA",0,"Wed",7,"N16147","ontime","On time",6
2100,"RU",2058,"EWR",199,"38169",2879,"DCA",0,"Wed",7,"N14153","ontime","On time",20
1525,"RU",1521,"EWR",199,"38169",2261,"DCA",0,"Wed",7,"N11140","ontime","On time",15
1630,"RU",1629,"EWR",199,"38169",2181,"DCA",0,"Wed",7,"N13538","ontime","On time",16
1455,"OH",1455,"JFK",184,"38200",5935,"BWI",0,"Thu",8,"N819cA","ontime","On time",14
1640,"DH",1640,"JFK",213,"38200",6155,"DCA",0,"Thu",8,"N418FJ","delayed","On time",16
1245,"DH",1245,"LGA",229,"38200",7208,"IAD",0,"Thu",8,"N682BR","ontime","On time",12
1455,"DH",1706,"LGA",229,"38200",7211,"IAD",0,"Thu",8,"N662BR","delayed","On time",17
1715,"DH",1710,"LGA",229,"38200",7215,"IAD",0,"Thu",8,"N680BR","delayed","On time",17
2120,"DH",2151,"LGA",229,"38200",7684,"IAD",0,"Thu",8,"N667BR","delayed","On time",21
640,"DH",648,"LGA",229,"38200",7790,"IAD",0,"Thu",8,"N642BR","ontime","On time",6
1040,"DH",1036,"LGA",229,"38200",7792,"IAD",0,"Thu",8,"N639BR","ontime","On time",10
840,"DH",852,"JFK",228,"38200",7800,"IAD",0,"Thu",8,"N631BR","ontime","On time",8
1240,"DH",1237,"JFK",228,"38200",7806,"IAD",0,"Thu",8,"N331UE","ontime","On time",12
1455,"DH",1449,"JFK",228,"38200",7808,"IAD",0,"Thu",8,"N301UE","ontime","On time",14
1645,"DH",1639,"JFK",228,"38200",7810,"IAD",0,"Thu",8,"N308UE","ontime","On time",16
1715,"DH",1714,"JFK",228,"38200",7812,"IAD",0,"Thu",8,"N316UE","ontime","On time",17
2120,"DH",2135,"JFK",228,"38200",7814,"IAD",0,"Thu",8,"N638BR","ontime","On time",21
1610,"DH",1609,"JFK",228,"38200",7816,"IAD",0,"Thu",8,"N320UE","ontime","On time",16
1455,"DL",1601,"JFK",213,"38200",746,"DCA",0,"Thu",8,"N962DL","delayed","On time",16
630,"DL",628,"LGA",214,"38200",1740,"DCA",0,"Thu",8,"N223DZ","ontime","On time",6
730,"DL",728,"LGA",214,"38200",1742,"DCA",0,"Thu",8,"N225DL","ontime","On time",7
830,"DL",828,"LGA",214,"38200",1744,"DCA",0,"Thu",8,"N242DL","ontime","On time",8
930,"DL",931,"LGA",214,"38200",1746,"DCA",0,"Thu",8,"N224DA","ontime","On time",9
1030,"DL",1030,"LGA",214,"38200",1748,"DCA",0,"Thu",8,"N223DZ","ontime","On time",10
1130,"DL",1129,"LGA",214,"38200",1750,"DCA",0,"Thu",8,"N225DL","ontime","On time",11
1230,"DL",1231,"LGA",214,"38200",1752,"DCA",0,"Thu",8,"N242DL","ontime","On time",12
1330,"DL",1328,"LGA",214,"38200",1754,"DCA",0,"Thu",8,"N224DA","ontime","On time",13
1430,"DL",1430,"LGA",214,"38200",1756,"DCA",0,"Thu",8,"N241DL","ontime","On time",14
1530,"DL",1533,"LGA",214,"38200",1758,"DCA",0,"Thu",8,"N225DL","ontime","On time",15
1630,"DL",1630,"LGA",214,"38200",1760,"DCA",0,"Thu",8,"N242DL","ontime","On time",16
1730,"DL",1731,"LGA",214,"38200",1762,"DCA",0,"Thu",8,"N224DA","ontime","On time",17
1830,"DL",1833,"LGA",214,"38200",1764,"DCA",0,"Thu",8,"N241DL","ontime","On time",18
1930,"DL",1928,"LGA",214,"38200",1766,"DCA",0,"Thu",8,"N225DL","ontime","On time",19
2030,"DL",2027,"LGA",214,"38200",1768,"DCA",0,"Thu",8,"N242DL","ontime","On time",20
1530,"MQ",1524,"JFK",213,"38200",4752,"DCA",0,"Thu",8,"N723MQ","ontime","On time",15
600,"MQ",552,"JFK",213,"38200",4760,"DCA",0,"Thu",8,"N737MQ","ontime","On time",5
1830,"MQ",1844,"JFK",213,"38200",4784,"DCA",0,"Thu",8,"N710MQ","ontime","On time",18
700,"MQ",722,"LGA",214,"38200",4952,"DCA",0,"Thu",8,"N708MQ","ontime","On time",7
800,"MQ",759,"LGA",214,"38200",4954,"DCA",0,"Thu",8,"N707MQ","ontime","On time",7
900,"MQ",856,"LGA",214,"38200",4956,"DCA",0,"Thu",8,"N705MQ","ontime","On time",8
1100,"MQ",1050,"LGA",214,"38200",4960,"DCA",0,"Thu",8,"N708MQ","ontime","On time",10
1300,"MQ",1256,"LGA",214,"38200",4964,"DCA",0,"Thu",8,"N732MQ","ontime","On time",12
1400,"MQ",1353,"LGA",214,"38200",4966,"DCA",0,"Thu",8,"N736MQ","ontime","On time",13
1500,"MQ",1457,"LGA",214,"38200",4968,"DCA",0,"Thu",8,"N707MQ","ontime","On time",14
1600,"MQ",1557,"LGA",214,"38200",4970,"DCA",0,"Thu",8,"N721MQ","ontime","On time",15
1900,"MQ",1852,"LGA",214,"38200",4976,"DCA",0,"Thu",8,"N732MQ","ontime","On time",18
850,"UA",848,"LGA",229,"38200",846,"IAD",0,"Thu",8,"N518UA","ontime","On time",8
630,"US",627,"LGA",214,"38200",1479,"DCA",0,"Thu",8,"N767UW","ontime","On time",6
700,"US",658,"LGA",214,"38200",2160,"DCA",0,"Thu",8,"N727UW","ontime","On time",6
800,"US",756,"LGA",214,"38200",2162,"DCA",0,"Thu",8,"N725UW","ontime","On time",7
900,"US",856,"LGA",214,"38200",2164,"DCA",0,"Thu",8,"N744UW","ontime","On time",8
1000,"US",958,"LGA",214,"38200",2166,"DCA",0,"Thu",8,"N719UW","ontime","On time",9
1100,"US",1057,"LGA",214,"38200",2168,"DCA",0,"Thu",8,"N727UW","ontime","On time",10
1200,"US",1157,"LGA",214,"38200",2170,"DCA",0,"Thu",8,"N725UW","ontime","On time",11
1300,"US",1259,"LGA",214,"38200",2172,"DCA",0,"Thu",8,"N744UW","ontime","On time",12
1400,"US",1408,"LGA",214,"38200",2174,"DCA",0,"Thu",8,"N719UW","ontime","On time",14
1500,"US",1457,"LGA",214,"38200",2176,"DCA",0,"Thu",8,"N727UW","ontime","On time",14
1600,"US",1557,"LGA",214,"38200",2178,"DCA",0,"Thu",8,"N725UW","ontime","On time",15
1700,"US",1733,"LGA",214,"38200",2180,"DCA",0,"Thu",8,"N770UW","delayed","On time",17
1800,"US",1758,"LGA",214,"38200",2182,"DCA",0,"Thu",8,"N719UW","ontime","On time",17
1900,"US",1916,"LGA",214,"38200",2184,"DCA",0,"Thu",8,"N725UW","delayed","On time",19
